id,Study_Hours,Sleep_Hours,Attendance_Percentage,Previous_Score,Internet_Usage,Social_Activity_Level,Performance_Score,Pass_Fail
29259,1.93,6.6,93.57,81.0,4.58,1,49.0,1
29260,1.86,5.38,92.49,81.27,0.99,4,44.6,1
29261,1.61,6.96,70.91,61.68,5.7,2,47.14,1
29262,3.28,4.77,78.87,73.41,1.09,1,33.33,0
29263,1.79,6.71,76.1,62.66,7.33,2,42.65,1
29264,3.92,7.58,69.47,66.22,0.07,4,56.31,1
29265,2.86,6.8,64.16,67.65,0.49,5,54.17,1
29266,2.16,7.43,42.44,53.07,0.59,2,26.06,0
29267,2.12,7.36,72.43,47.41,2.06,4,53.06,1
29268,2.04,8.36,87.04,54.9,0.04,4,57.28,1
29269,3.19,6.9,57.27,44.02,7.32,1,43.28,1
29270,2.57,6.9,80.9,35.02,2.63,3,57.8,1
29271,1.92,8.73,69.53,36.41,2.81,4,28.64,0
29272,3.66,6.15,81.95,59.31,1.0,2,46.12,1
29273,6.5,7.42,94.19,20.5,1.82,4,49.44,1
29274,1.32,6.94,62.47,50.48,0.75,4,50.37,1
29275,2.86,6.51,63.28,78.69,1.44,2,77.4,1
29276,0.99,7.0,53.08,31.04,4.95,2,33.01,0
29277,3.71,6.64,83.86,56.08,1.14,3,62.97,1
29278,2.04,5.29,66.97,65.29,7.11,5,49.32,1
29279,2.41,7.09,95.88,72.57,0.62,2,59.99,1
29280,14.44,6.04,86.61,100.0,1.54,2,100.0,1
29281,3.02,7.17,87.45,62.45,2.69,3,49.82,1
29282,15.82,4.2,92.72,84.06,1.89,2,58.78,1
29283,7.41,6.89,90.94,90.91,9.32,5,77.06,1
29284,1.21,8.17,99.27,53.01,1.33,2,33.94,0
29285,5.62,9.39,88.52,49.78,2.69,1,57.19,1
29286,4.79,8.22,88.59,54.36,1.18,4,60.67,1
29287,3.69,5.89,52.36,51.2,1.9,1,52.03,1
29288,3.91,5.91,70.39,78.05,2.76,5,62.18,1
29289,1.78,5.14,78.96,71.21,2.4,3,38.09,0
29290,5.34,6.6,67.32,72.11,0.03,4,60.59,1
29291,4.42,9.43,65.31,86.14,0.51,5,51.94,1
29292,4.76,5.48,84.17,56.75,0.3,3,55.02,1
29293,9.53,7.73,93.09,62.34,3.67,1,83.99,1
29294,4.4,9.37,39.16,70.47,2.93,4,35.32,0
29295,1.39,7.2,88.67,57.99,3.66,4,31.13,0
29296,1.22,8.28,62.02,74.71,0.02,4,27.96,0
29297,3.41,6.72,66.89,65.83,0.28,2,49.55,1
29298,1.88,6.86,62.36,61.09,2.36,4,45.37,1
29299,5.27,6.5,95.61,48.08,0.45,1,62.98,1
29300,1.63,5.27,89.22,53.7,0.12,2,25.84,0
29301,3.26,6.18,61.81,46.22,2.72,3,37.04,0
29302,4.4,8.1,98.74,73.99,0.04,5,65.37,1
29303,2.29,9.86,77.48,25.99,0.55,5,32.19,0
29304,3.47,9.26,90.58,54.78,1.24,2,51.74,1
29305,2.74,3.82,87.07,60.37,7.42,5,31.76,0
29306,3.23,3.91,53.89,51.37,0.29,4,38.26,0
29307,4.63,4.82,86.96,72.69,11.18,2,46.42,1
29308,3.88,8.35,98.56,44.96,0.26,1,51.55,1
29309,2.19,6.72,70.97,32.92,0.35,3,54.05,1
29310,3.26,8.68,71.57,62.63,0.38,4,51.03,1
29311,5.02,4.32,87.0,66.94,0.86,3,43.28,1
29312,0.79,10.18,81.6,57.28,10.91,4,23.22,0
29313,9.1,4.38,42.61,100.0,3.27,2,51.03,1
29314,2.16,7.13,83.24,80.85,6.74,4,66.24,1
29315,1.59,6.25,96.15,61.08,2.99,3,30.38,0
29316,1.15,8.24,90.59,56.65,2.51,2,45.78,1
29317,2.63,8.3,92.14,73.57,1.94,2,54.33,1
29318,2.96,7.7,88.14,64.01,2.65,1,62.68,1
29319,2.04,5.93,55.65,31.4,2.13,2,34.45,0
29320,2.23,7.38,55.67,59.22,3.42,1,62.36,1
29321,2.04,6.41,77.26,46.34,1.09,1,43.23,1
29322,2.38,7.36,87.02,56.83,0.28,3,46.39,1
29323,4.83,5.91,85.02,87.67,2.15,5,58.85,1
29324,3.24,8.27,78.39,63.54,1.32,3,35.39,0
29325,1.62,7.71,64.34,61.01,0.34,4,49.22,1
29326,2.46,5.45,72.68,57.86,2.91,1,57.38,1
29327,1.11,8.66,96.17,61.11,1.28,3,44.57,1
29328,2.84,4.67,56.49,30.37,1.25,3,35.48,0
29329,8.88,8.23,51.82,60.63,3.35,3,54.62,1
29330,2.09,7.12,98.69,54.29,0.37,5,53.12,1
29331,3.68,9.13,74.7,58.31,0.74,1,45.99,1
29332,1.93,8.09,99.25,51.36,0.04,1,53.36,1
29333,5.33,6.22,83.84,53.09,0.5,1,68.92,1
29334,3.55,6.69,41.96,81.4,3.06,5,47.87,1
29335,1.28,7.13,88.73,40.73,4.02,5,25.2,0
29336,2.78,6.84,86.68,72.96,2.56,3,54.84,1
29337,3.53,5.94,92.5,69.36,3.7,3,60.2,1
29338,2.27,7.23,93.95,69.61,1.08,2,54.3,1
29339,5.11,6.03,80.6,55.68,2.93,2,61.96,1
29340,6.24,8.83,64.06,59.43,1.07,3,45.44,1
29341,7.65,7.05,82.21,85.58,0.82,2,81.15,1
29342,1.21,7.68,64.26,51.72,4.45,5,43.58,1
29343,7.03,9.13,65.96,70.74,5.39,4,52.26,1
29344,1.6,8.51,87.02,57.41,9.42,4,50.43,1
29345,5.42,4.64,87.68,58.81,1.0,3,39.43,0
29346,3.32,6.5,55.49,71.37,9.1,1,39.6,0
29347,1.55,3.23,75.07,49.32,12.0,4,11.33,0
29348,3.7,8.01,72.39,71.64,2.68,2,48.1,1
29349,5.13,7.3,91.92,72.04,1.91,4,58.0,1
29350,7.8,6.68,91.7,62.28,9.39,5,70.25,1
29351,2.31,6.94,94.42,54.4,0.53,5,59.92,1
29352,3.32,6.35,62.34,68.7,0.12,4,51.91,1
29353,6.81,6.89,53.3,76.47,0.42,3,75.79,1
29354,2.46,7.09,71.44,50.32,1.46,5,63.25,1
29355,5.27,7.78,83.29,50.82,1.5,3,57.55,1
29356,6.77,9.13,77.03,65.85,3.67,1,55.98,1
29357,7.97,8.17,99.14,69.28,0.42,4,67.36,1
29358,2.53,6.0,73.91,70.9,1.46,5,38.88,0
29359,1.61,8.74,89.55,31.57,2.16,5,38.52,0
29360,10.33,8.04,70.37,86.01,1.61,2,83.65,1
29361,5.7,7.34,75.81,81.5,6.55,1,79.5,1
29362,3.6,7.74,97.54,51.46,1.6,4,56.28,1
29363,2.64,6.21,90.67,50.93,6.76,2,42.0,1
29364,0.58,5.49,74.87,54.46,1.7,3,24.36,0
29365,1.46,7.01,72.53,55.58,3.61,5,31.14,0
29366,1.75,6.7,87.25,61.49,0.27,4,53.03,1
29367,2.45,6.05,78.49,49.53,3.95,5,51.36,1
29368,11.18,4.58,70.94,100.0,5.75,3,62.46,1
29369,1.54,6.18,30.0,21.86,0.48,2,3.44,0
29370,2.92,7.19,92.72,54.17,0.92,5,56.86,1
29371,8.55,5.21,75.05,64.18,1.02,3,65.52,1
29372,1.52,8.44,97.43,43.66,1.54,5,37.26,0
29373,3.41,8.26,80.01,74.74,8.29,5,50.49,1
29374,7.4,8.94,80.05,75.55,4.71,1,66.71,1
29375,4.37,6.3,54.97,66.92,1.2,3,50.04,1
29376,6.03,7.9,51.71,55.41,2.29,2,54.56,1
29377,4.93,7.19,77.57,80.44,1.28,2,67.61,1
29378,2.12,7.5,93.2,57.14,1.12,5,48.12,1
29379,3.27,8.44,76.34,60.41,5.33,3,47.13,1
29380,1.84,8.0,77.62,55.84,7.81,1,28.91,0
29381,1.74,5.28,77.39,72.56,3.02,1,45.13,1
29382,4.68,8.78,56.85,76.88,2.05,2,53.4,1
29383,3.52,5.17,94.0,42.06,1.42,3,39.95,0
29384,3.34,6.81,64.86,53.09,0.16,4,42.57,1
29385,1.81,6.66,84.23,82.83,1.42,4,48.91,1
29386,5.85,6.12,89.11,62.98,1.44,2,49.63,1
29387,1.83,5.15,72.78,56.38,2.77,5,41.26,1
29388,5.84,7.78,83.43,59.36,2.5,2,62.88,1
29389,3.56,8.45,91.7,51.56,2.34,4,47.3,1
29390,2.18,7.03,51.37,96.91,0.12,5,48.2,1
29391,2.3,7.64,98.59,35.68,2.11,2,57.0,1
29392,3.15,3.0,88.6,71.73,2.69,2,43.81,1
29393,3.38,3.22,78.87,56.15,3.1,5,35.54,0
29394,3.8,7.79,85.7,70.69,0.59,5,54.6,1
29395,4.07,8.14,70.79,58.66,1.33,2,65.38,1
29396,3.38,7.78,43.84,65.57,1.64,3,30.57,0
29397,1.61,7.01,83.96,56.06,1.06,5,23.96,0
29398,2.27,6.72,98.99,40.94,2.86,2,55.46,1
29399,2.91,6.06,63.55,78.23,1.2,3,53.62,1
29400,5.14,7.8,87.77,71.96,0.06,4,58.46,1
29401,6.78,7.47,77.02,72.5,2.38,2,59.86,1
29402,2.19,6.07,99.04,43.14,0.48,3,43.05,1
29403,4.25,9.15,71.62,68.67,8.34,1,50.79,1
29404,1.33,7.37,64.95,66.19,1.65,4,39.02,0
29405,1.09,4.67,83.9,45.96,1.62,3,25.23,0
29406,3.22,7.39,72.79,57.2,0.74,2,57.44,1
29407,3.89,6.75,48.25,56.73,1.52,3,23.47,0
29408,4.37,7.53,90.96,49.12,2.22,1,47.9,1
29409,4.28,3.66,91.63,77.38,0.72,1,54.45,1
29410,1.43,4.3,91.11,40.36,8.57,1,10.55,0
29411,1.81,6.25,52.38,57.34,3.77,1,36.82,0
29412,4.05,6.15,70.32,72.59,3.34,1,49.14,1
29413,6.52,6.33,77.58,69.77,1.97,5,54.01,1
29414,1.46,9.17,93.62,46.68,0.19,5,44.27,1
29415,5.96,10.72,52.91,86.04,1.05,1,50.75,1
29416,2.4,6.62,90.72,40.48,1.38,2,43.01,1
29417,2.52,7.04,74.83,42.68,1.69,5,67.11,1
29418,1.36,6.13,75.91,48.3,4.66,4,26.33,0
29419,5.83,6.2,76.02,69.53,0.33,5,54.0,1
29420,3.14,6.78,89.44,35.79,10.24,1,49.0,1
29421,4.39,6.89,90.91,78.79,2.41,2,57.12,1
29422,11.95,8.82,68.36,92.91,1.92,5,67.76,1
29423,2.51,7.47,57.7,49.92,0.91,4,44.4,1
29424,1.82,8.57,88.15,59.38,4.12,3,35.29,0
29425,8.49,5.94,89.42,83.46,1.35,5,74.12,1
29426,2.38,8.78,92.43,86.04,0.94,2,54.01,1
29427,9.74,5.75,88.69,68.69,2.67,4,67.87,1
29428,4.59,5.14,98.35,81.58,7.35,2,76.89,1
29429,3.15,9.27,79.11,44.8,0.8,3,38.09,0
29430,4.33,8.93,40.38,74.06,1.1,3,19.54,0
29431,1.98,6.23,88.52,63.76,2.9,2,49.32,1
29432,7.34,8.23,84.41,52.68,0.71,2,70.89,1
29433,8.85,7.7,69.51,71.53,1.81,2,65.36,1
29434,1.44,5.43,99.18,37.43,0.54,3,24.26,0
29435,4.25,6.63,86.73,72.25,7.89,3,55.68,1
29436,3.22,7.37,81.44,39.86,2.96,4,41.44,1
29437,3.06,8.54,87.59,44.66,0.23,5,54.91,1
29438,3.67,9.56,87.02,74.33,3.28,4,54.3,1
29439,5.46,7.91,94.15,74.05,0.96,3,74.68,1
29440,3.59,6.47,74.34,43.78,2.69,4,42.94,1
29441,3.65,6.88,61.49,48.43,3.87,4,49.09,1
29442,6.22,4.91,85.65,64.53,0.99,2,54.96,1
29443,3.15,9.02,85.62,51.17,0.35,4,54.23,1
29444,4.61,6.8,50.25,34.98,0.49,5,33.02,0
29445,3.43,6.59,55.76,82.67,0.92,5,49.24,1
29446,2.77,5.04,94.67,60.86,2.7,3,38.31,0
29447,2.8,7.29,96.96,59.31,1.23,2,52.57,1
29448,1.89,6.35,95.22,96.62,8.89,2,69.42,1
29449,1.0,7.93,88.43,40.24,0.23,2,47.98,1
29450,1.59,8.6,54.1,58.51,4.0,2,23.35,0
29451,7.85,6.79,58.07,66.47,1.87,1,62.56,1
29452,2.52,7.48,81.23,21.18,3.51,1,33.56,0
29453,1.34,6.94,60.93,30.16,1.13,3,39.78,0
29454,3.14,7.96,80.16,52.8,0.65,3,42.47,1
29455,14.71,7.58,79.93,73.78,0.22,5,79.43,1
29456,2.31,5.42,82.66,56.3,4.41,3,46.41,1
29457,1.59,4.57,83.49,78.88,2.22,1,12.21,0
29458,4.08,9.49,64.11,61.67,0.33,5,63.5,1
29459,13.58,7.78,73.36,97.12,4.4,3,88.53,1
29460,0.81,6.12,79.19,54.53,1.47,1,24.19,0
29461,1.5,6.55,57.42,37.21,5.89,1,23.53,0
29462,3.54,9.75,70.57,63.45,0.43,3,47.7,1
29463,4.16,6.33,55.07,60.0,0.96,2,32.09,0
29464,4.52,7.55,71.96,88.93,0.43,4,51.51,1
29465,3.08,9.82,94.0,39.64,0.22,5,40.4,1
29466,1.37,6.93,87.06,38.59,1.96,3,41.77,1
29467,1.84,5.11,85.49,54.19,3.81,5,31.74,0
29468,4.22,6.19,70.84,19.55,1.4,5,39.8,0
29469,1.79,6.75,96.06,66.93,7.29,2,36.28,0
29470,3.5,10.12,93.39,68.45,1.03,3,51.88,1
29471,10.31,7.2,70.69,95.14,3.39,3,98.7,1
29472,4.73,4.36,95.21,49.7,3.85,2,35.7,0
29473,2.09,7.55,69.21,46.27,0.56,5,41.59,1
29474,9.9,6.04,73.03,87.98,0.13,2,66.05,1
29475,0.97,5.71,87.19,34.35,0.56,5,27.18,0
29476,4.48,8.34,80.39,59.54,5.2,2,53.51,1
29477,3.14,5.94,76.94,36.19,3.25,4,59.22,1
29478,2.05,7.59,83.54,52.56,1.59,5,54.51,1
29479,4.27,9.95,46.52,46.04,4.21,5,30.38,0
29480,2.93,8.44,90.07,71.37,1.29,2,49.21,1
29481,6.14,6.04,78.21,93.83,1.13,4,72.7,1
29482,2.76,9.45,71.38,67.49,0.69,3,31.98,0
29483,1.46,4.64,64.71,72.99,1.61,1,14.85,0
29484,4.23,6.78,61.03,58.98,3.78,3,55.01,1
29485,4.99,6.47,80.2,72.66,0.1,3,67.86,1
29486,1.82,6.64,72.3,40.06,2.22,5,28.3,0
29487,7.13,5.97,52.33,73.02,1.43,3,50.77,1
29488,6.76,8.25,92.11,72.35,1.65,5,68.19,1
29489,1.79,5.55,81.37,83.38,10.17,3,56.99,1
29490,4.23,10.72,73.05,69.57,0.84,2,54.14,1
29491,2.7,4.8,79.48,65.61,1.23,4,37.04,0
29492,2.61,6.85,78.16,67.44,3.92,2,41.55,1
29493,4.42,6.43,78.06,78.14,0.32,4,69.08,1
29494,3.69,6.4,77.22,64.07,2.8,1,50.23,1
29495,2.81,5.86,66.75,72.87,2.4,5,54.03,1
29496,1.9,8.06,81.51,64.1,1.25,2,42.25,1
29497,2.49,5.78,85.52,35.21,1.32,5,38.44,0
29498,5.19,8.42,88.41,62.05,0.56,4,74.67,1
29499,1.82,5.59,85.48,40.8,1.37,2,31.84,0
29500,1.52,9.86,85.91,38.82,4.97,2,11.32,0
29501,5.21,7.5,66.13,62.71,1.06,1,49.39,1
29502,4.13,5.64,63.12,65.39,0.9,3,43.34,1
29503,5.06,6.34,98.95,44.58,0.79,2,55.02,1
29504,3.27,8.14,88.52,88.17,6.39,3,67.7,1
29505,4.04,7.12,78.06,67.61,0.49,1,54.44,1
29506,4.31,5.62,94.54,67.45,2.3,3,59.88,1
29507,4.18,7.62,71.32,56.84,1.26,3,58.6,1
29508,2.58,6.81,92.84,82.92,6.28,5,52.59,1
29509,4.6,7.67,56.06,48.85,8.23,4,31.72,0
29510,2.94,8.42,85.84,62.49,12.0,2,41.9,1
29511,3.62,7.34,81.94,31.25,5.12,4,58.62,1
29512,4.7,9.25,94.07,93.32,0.32,2,78.98,1
29513,2.07,11.36,63.98,59.7,0.11,3,50.08,1
29514,2.42,4.14,97.99,52.06,4.72,2,27.71,0
29515,3.52,8.69,93.64,37.39,1.35,5,55.44,1
29516,1.08,8.63,85.11,54.34,0.76,4,31.06,0
29517,1.88,6.1,42.3,61.29,0.61,2,31.97,0
29518,1.36,6.26,30.16,46.48,6.09,1,4.3,0
29519,2.18,5.45,73.57,79.02,3.49,4,57.29,1
29520,1.46,7.17,67.07,55.83,2.88,2,43.74,1
29521,1.86,6.02,90.04,48.02,0.86,1,55.75,1
29522,4.57,4.74,90.13,100.0,2.68,4,60.23,1
29523,7.84,8.09,90.72,72.28,2.21,1,82.51,1
29524,2.77,8.91,91.28,75.43,0.31,5,47.74,1
29525,2.04,5.53,89.48,38.6,0.33,4,36.32,0
29526,3.22,8.51,55.37,47.97,2.84,4,58.39,1
29527,2.56,7.32,89.67,60.25,1.96,4,42.22,1
29528,5.98,6.99,56.33,51.08,0.79,4,59.52,1
29529,7.75,8.84,84.31,74.59,1.06,2,72.3,1
29530,1.34,6.16,55.08,48.19,0.89,1,31.47,0
29531,2.53,5.2,69.4,54.62,0.41,5,50.62,1
29532,12.3,6.92,95.68,72.21,0.09,1,100.0,1
29533,3.44,6.99,88.48,45.94,2.78,3,55.95,1
29534,7.24,8.7,92.79,77.65,0.01,4,71.53,1
29535,4.38,7.88,56.93,66.73,0.11,4,60.43,1
29536,8.96,8.08,94.37,70.43,0.02,3,88.43,1
29537,3.96,6.42,85.2,73.86,1.52,5,63.18,1
29538,2.17,9.01,78.76,73.43,3.53,5,49.31,1
29539,4.0,8.45,77.72,72.27,1.23,4,52.09,1
29540,3.82,6.78,94.44,55.58,0.69,3,58.31,1
29541,5.85,7.78,88.29,72.11,1.3,3,75.51,1
29542,4.78,8.68,78.37,39.89,1.35,2,63.71,1
29543,5.29,4.17,90.28,64.61,0.21,2,55.31,1
29544,1.57,8.51,80.97,49.96,0.24,3,31.8,0
29545,0.63,7.11,83.04,55.13,2.1,2,44.59,1
29546,3.55,6.74,85.8,41.76,3.51,3,47.51,1
29547,2.61,6.17,79.26,68.97,1.59,2,59.45,1
29548,2.88,4.8,37.47,33.03,1.93,3,19.23,0
29549,1.76,9.05,87.77,17.5,2.85,2,20.66,0
29550,0.93,4.93,69.5,59.7,2.08,4,12.53,0
29551,5.13,9.64,67.22,55.85,1.01,1,48.13,1
29552,7.77,6.91,88.03,81.48,0.4,3,75.02,1
29553,4.53,6.18,59.93,74.69,2.6,2,56.63,1
29554,3.57,8.39,62.96,71.61,1.19,4,62.34,1
29555,2.17,7.82,95.36,89.94,2.74,2,65.19,1
29556,1.6,7.56,68.88,74.2,0.1,1,35.51,0
29557,2.9,7.72,76.42,75.8,0.92,3,61.41,1
29558,3.14,4.14,47.45,51.02,0.47,5,11.75,0
29559,3.56,8.78,80.97,65.27,9.65,5,55.05,1
29560,1.61,7.65,55.49,34.92,5.61,4,26.44,0
29561,2.99,5.88,83.97,44.94,0.65,1,48.19,1
29562,1.64,5.82,86.64,34.73,4.42,4,24.66,0
29563,7.86,10.36,46.23,56.0,2.58,1,18.48,0
29564,3.08,5.94,86.93,45.52,5.5,1,58.55,1
29565,4.66,7.86,78.08,43.0,9.47,2,59.43,1
29566,1.5,8.47,66.65,57.28,3.75,1,39.06,0
29567,2.83,7.64,91.99,52.73,0.42,1,61.54,1
29568,1.99,7.39,62.72,54.57,2.45,5,44.29,1
29569,2.32,8.12,95.73,60.81,6.86,5,58.34,1
29570,0.83,7.5,74.83,49.76,11.31,4,27.64,0
29571,1.15,8.85,45.67,88.24,0.02,5,16.8,0
29572,4.8,11.55,82.44,78.59,1.87,1,59.7,1
29573,2.59,6.96,74.72,70.07,4.47,3,42.61,1
29574,2.81,7.32,98.14,65.87,0.99,4,54.85,1
29575,1.69,7.69,59.18,66.98,0.38,3,43.88,1
29576,3.46,6.14,30.0,38.05,0.69,1,31.48,0
29577,3.55,9.19,68.13,68.6,2.94,1,49.73,1
29578,1.05,6.82,86.02,62.77,1.73,3,56.69,1
29579,2.52,4.64,88.78,31.41,4.52,5,11.55,0
29580,3.69,6.03,77.44,45.38,1.21,3,40.4,1
29581,2.4,5.73,36.8,56.19,0.54,3,31.87,0
29582,1.75,6.98,90.92,61.83,3.03,5,21.82,0
29583,2.19,8.74,64.46,57.55,4.39,4,49.23,1
29584,8.82,6.83,69.58,63.84,1.49,4,50.85,1
29585,2.06,8.92,88.48,38.26,1.26,1,62.04,1
29586,3.21,7.64,75.28,99.35,0.74,4,64.64,1
29587,6.8,7.56,63.96,85.93,2.97,5,78.97,1
29588,1.91,6.91,59.29,60.76,5.37,5,26.32,0
29589,2.03,6.56,77.96,85.03,1.73,5,68.3,1
29590,2.59,6.51,94.31,67.15,0.37,5,60.62,1
29591,2.51,7.51,50.0,43.26,0.97,5,57.55,1
29592,4.15,5.85,30.0,44.54,0.44,1,18.59,0
29593,4.4,7.93,69.83,82.92,3.11,4,70.28,1
29594,2.61,4.45,57.99,43.45,0.87,5,17.99,0
29595,2.58,5.87,84.8,35.4,0.91,2,47.97,1
29596,4.76,5.75,45.01,41.57,0.93,4,25.44,0
29597,2.58,7.63,56.02,55.63,1.26,1,44.32,1
29598,1.42,7.35,80.57,77.04,3.58,2,66.11,1
29599,5.28,8.86,91.56,55.19,6.13,4,58.29,1
29600,8.57,6.31,49.42,86.42,0.47,1,63.51,1
29601,4.77,8.98,83.17,73.99,5.06,5,67.16,1
29602,3.57,4.88,90.6,42.67,2.37,2,24.48,0
29603,2.12,6.0,92.66,50.77,1.65,4,43.89,1
29604,6.3,7.74,65.49,36.82,0.69,2,54.24,1
29605,4.41,5.3,83.7,45.87,0.38,4,52.55,1
29606,5.49,7.13,69.4,88.27,3.1,3,78.51,1
29607,2.58,5.05,41.48,65.77,0.95,1,22.81,0
29608,10.18,6.06,43.36,80.58,3.24,3,55.9,1
29609,5.99,8.05,93.15,100.0,0.55,3,72.34,1
29610,1.08,5.3,82.29,53.2,0.79,4,54.68,1
29611,3.6,4.65,77.59,68.66,1.58,2,41.22,1
29612,3.03,4.81,94.75,39.69,5.26,2,18.8,0
29613,2.86,5.76,85.88,43.07,3.32,5,41.95,1
29614,4.21,6.28,87.32,60.63,2.59,4,58.34,1
29615,2.57,7.48,83.07,61.14,0.07,4,52.74,1
29616,1.73,6.94,63.42,35.49,1.9,5,32.3,0
29617,2.33,6.0,99.09,79.92,1.53,1,63.38,1
29618,1.97,8.48,71.06,57.16,5.02,1,49.61,1
29619,5.48,7.75,93.63,62.05,0.99,4,64.74,1
29620,2.08,9.75,90.67,49.88,0.07,4,62.33,1
29621,2.04,8.22,51.04,45.29,0.5,3,39.94,0
29622,6.57,6.45,58.61,100.0,3.04,2,70.03,1
29623,3.5,9.06,75.55,77.29,0.33,1,65.45,1
29624,4.5,4.55,94.71,69.14,2.3,1,39.46,0
29625,6.41,5.47,75.62,53.31,3.88,2,58.23,1
29626,1.61,8.05,83.03,80.79,6.2,3,45.22,1
29627,3.34,9.03,84.54,68.28,4.8,3,47.73,1
29628,8.4,6.03,66.01,85.33,2.73,4,71.25,1
29629,3.6,6.76,74.86,70.15,2.56,4,56.82,1
29630,2.56,11.01,43.01,47.28,0.46,4,11.58,0
29631,6.99,5.69,92.14,75.03,3.91,1,64.66,1
29632,2.38,6.87,85.0,68.57,2.66,1,56.08,1
29633,2.18,4.57,35.95,37.69,2.88,3,3.28,0
29634,5.05,4.0,69.89,56.53,3.11,2,33.88,0
29635,1.99,8.29,59.54,38.04,0.61,4,24.04,0
29636,2.75,5.4,60.17,90.51,0.14,4,53.08,1
29637,8.01,7.36,94.34,69.84,0.71,3,84.7,1
29638,10.16,7.45,76.27,86.84,1.88,5,90.73,1
29639,1.58,6.3,97.71,56.21,2.4,2,25.59,0
29640,1.73,5.2,88.2,57.11,3.51,1,29.39,0
29641,2.54,5.73,87.21,65.37,12.0,4,52.33,1
29642,1.89,8.22,91.0,29.95,3.23,1,27.74,0
29643,8.43,7.64,71.43,66.77,2.24,3,71.77,1
29644,5.63,7.6,82.15,64.43,0.02,5,54.72,1
29645,3.36,7.39,77.56,56.09,1.0,1,49.15,1
29646,5.41,7.79,89.04,55.96,1.4,4,56.29,1
29647,5.78,5.85,98.15,81.54,0.34,5,65.08,1
29648,1.69,8.15,83.29,44.05,4.27,4,37.33,0
29649,3.19,7.26,57.8,68.31,1.55,4,51.75,1
29650,3.96,6.73,89.43,57.6,6.95,4,59.72,1
29651,5.2,8.15,50.27,100.0,0.64,4,65.28,1
29652,5.41,6.69,52.33,52.56,1.4,4,56.87,1
29653,2.28,6.11,33.18,92.1,5.76,4,38.82,0
29654,3.55,6.96,98.73,43.22,0.6,3,53.75,1
29655,7.55,7.21,88.62,49.65,1.43,1,53.29,1
29656,3.16,5.88,76.7,55.21,3.56,3,44.99,1
29657,2.93,7.38,95.72,52.84,1.25,4,49.0,1
29658,1.48,6.37,85.72,51.98,0.79,2,35.31,0
29659,3.57,8.83,71.03,62.7,2.97,1,59.99,1
29660,4.38,7.94,90.61,70.0,6.21,3,50.27,1
29661,5.33,6.23,55.68,66.04,5.88,3,58.74,1
29662,2.5,7.32,79.98,61.66,0.02,1,68.5,1
29663,5.75,7.53,82.51,84.68,0.62,5,71.14,1
29664,1.59,8.19,49.23,46.07,4.31,3,9.27,0
29665,2.55,5.47,55.58,34.74,0.03,2,50.53,1
29666,6.72,6.32,70.75,92.41,1.0,2,69.31,1
29667,2.67,7.21,93.6,42.93,2.26,2,34.44,0
29668,3.17,7.9,85.88,41.88,2.15,4,42.46,1
29669,5.85,5.71,84.84,61.26,2.44,1,52.82,1
29670,5.19,5.96,60.72,50.99,1.63,3,41.71,1
29671,1.15,8.79,60.84,70.94,8.48,1,45.24,1
29672,0.75,8.57,79.19,59.31,2.68,3,32.72,0
29673,1.1,6.33,98.74,35.87,0.53,1,32.09,0
29674,10.37,8.53,84.49,97.6,0.08,2,86.32,1
29675,7.88,5.51,94.3,99.72,2.94,3,78.35,1
29676,4.02,6.45,93.51,45.69,1.02,4,43.17,1
29677,1.25,9.58,82.22,49.94,5.04,2,15.33,0
29678,6.63,9.82,74.72,98.78,2.98,1,71.68,1
29679,2.23,6.27,79.34,84.72,0.58,5,52.37,1
29680,2.07,4.68,73.92,68.2,3.64,2,47.87,1
29681,2.92,8.63,80.87,50.19,0.17,3,53.65,1
29682,6.3,5.47,95.14,72.22,0.75,2,60.45,1
29683,1.59,5.54,70.74,39.85,0.42,5,49.85,1
29684,3.96,5.49,98.07,49.93,0.54,5,53.78,1
29685,4.1,5.86,71.77,49.13,3.65,3,51.65,1
29686,2.16,6.02,82.91,52.33,0.02,3,34.17,0
29687,3.85,7.0,59.72,54.63,7.44,4,45.62,1
29688,2.29,7.71,94.81,76.06,2.78,1,46.97,1
29689,2.31,8.45,65.63,51.99,2.01,3,60.56,1
29690,2.43,5.44,77.98,33.7,0.11,4,34.84,0
29691,1.38,7.82,70.17,71.47,0.6,5,38.83,0
29692,5.24,5.06,83.16,41.08,7.22,5,45.85,1
29693,1.67,4.43,72.09,39.47,3.37,3,6.54,0
29694,3.71,5.9,68.84,45.86,1.13,3,50.66,1
29695,2.66,4.9,64.95,58.83,0.67,2,45.51,1
29696,2.95,6.65,78.8,75.63,0.53,3,56.51,1
29697,1.25,9.83,61.03,44.42,4.62,2,32.67,0
29698,2.42,8.75,65.09,25.09,6.27,2,40.45,1
29699,2.23,7.34,88.13,48.51,2.31,5,50.45,1
29700,4.23,8.55,72.75,54.86,3.19,1,37.09,0
29701,3.32,7.55,77.5,75.19,3.54,4,55.32,1
29702,2.15,7.1,93.65,43.14,0.51,3,64.96,1
29703,3.82,7.12,80.1,68.29,0.15,1,63.02,1
29704,1.12,6.56,72.78,53.83,1.72,2,30.42,0
29705,6.93,6.68,83.59,80.51,2.28,5,78.16,1
29706,9.91,7.84,93.31,75.53,0.79,1,86.01,1
29707,4.19,4.11,77.65,91.43,6.42,2,52.36,1
